Emotion,Token,Frequency
neutral,junger,15
neutral,leutnant,1
neutral,ermahnt,1
neutral,pflichten,2
neutral,nachzukommen,1
neutral,ball,6
neutral,spieltisch,2
neutral,ganzes,5
neutral,vermögen,4
neutral,ehrenmann,2
neutral,tun,17
neutral,total,1
neutral,erschöpft,5
neutral,toter,3
neutral,todesähnlichen,3
neutral,schlaf,7
neutral,wissenschaftlern,2
neutral,rätseln,1
neutral,aufgibt,1
neutral,medizinstudenten,1
neutral,vorlesung,2
neutral,vorführen,1
neutral,denen,23
neutral,tote,6
neutral,füßen,24
neutral,abgenommen,1
neutral,urplötzlich,2
neutral,siehe,2
neutral,anatomisches,1
neutral,theater,4
neutral,gelangen,17
neutral,zaubergaloschen,1
neutral,assistenten,2
neutral,arztes,5
neutral,oper,3
neutral,chef,2
neutral,ersichtlichen,1
neutral,maßregelt,1
neutral,wächst,6
neutral,üppiger,2
neutral,ehrfurcht,1
neutral,angestellten,1
neutral,bevorzugt,1
neutral,behandelt,2
neutral,ganz,127
neutral,ersten,31
neutral,reihe,12
neutral,untergebracht,1
neutral,orchester,2
neutral,laut,22
neutral,situation,1
neutral,mitten,34
neutral,operngeschehen,1
neutral,gut,57
neutral,einzufügen,1
neutral,aufzufallen,2
neutral,versuch,1
neutral,opernbühne,1
neutral,gerät,5
neutral,tiefer,8
neutral,kulissen,1
neutral,sehnlicher,2
neutral,lauter,8
neutral,durcheinander,1
neutral,dampfbad,1
neutral,wundert,1
neutral,bademeister,1
neutral,eintrittskarte,1
neutral,assistent,3
neutral,opernkarte,1
neutral,bad,4
neutral,verrückt,4
neutral,wähnt,2
neutral,konzerthaus,1
neutral,irrenarzt,1
neutral,einfach,4
neutral,normal,2
neutral,rutschen,1
neutral,amtsschreiber,4
neutral,zieht,10
neutral,öde,1
neutral,vogel,24
neutral,papagei,16
neutral,käfig,9
neutral,gesetzt,7
neutral,ständig,4
neutral,plappert,1
neutral,worte,10
neutral,feen,10
neutral,nähe,3
neutral,benutzer,1
neutral,glücks,18
neutral,armen,19
neutral,zukommen,1
neutral,schafft,5
neutral,langem,2
neutral,bemühen,2
neutral,student,6
neutral,sowieso,1
neutral,gern,18
neutral,traumwelten,1
neutral,aufhält,2
neutral,verwundert,1
neutral,märchenhafter,2
neutral,wesen,9
neutral,wiederfindet,1
neutral,wohin,15
neutral,unbewusst,3
neutral,gewünscht,1
neutral,hierbei,1
neutral,auffällig,1
neutral,figuren,5
neutral,gerada,1
neutral,kay,87
neutral,standhafte,2
neutral,zinnsoldat,2
neutral,kaiser,86
neutral,kleider,36
neutral,schwefelhölzern,5
neutral,ole,2
neutral,lukøje,1
neutral,männchen,1
neutral,regenschirmen,1
neutral,heiratskandidat,1
neutral,schlosses,9
neutral,erwartet,6
neutral,protagonist,1
neutral,reisekamerad,30
neutral,eignung,1
neutral,beweisen,1
neutral,rätsel,4
neutral,lösen,6
neutral,nichtbeantwortung,1
neutral,todesstrafe,1
neutral,folge,3
neutral,bravour,1
neutral,fragen,13
neutral,scheitert,2
neutral,kerker,10
neutral,scharfrichter,5
neutral,entsprechend,1
neutral,tiefste,2
neutral,schlafmittel,1
neutral,entgeht,1
neutral,erwecken,2
neutral,auszieht,1
neutral,glücksfee,4
neutral,verschwindet,4
neutral,splash,2
neutral,junge,39
neutral,bauer,17
neutral,springt,4
neutral,familienreise,1
neutral,cape,3
neutral,cod,3
neutral,fähre,2
neutral,hübsches,4
neutral,zuschauer,2
neutral,fischschwanz,8
neutral,schnell,31
neutral,erwachsenen,2
neutral,freddie,4
neutral,besitzer,1
neutral,obst-,2
neutral,gemüsehandels,1
neutral,new,6
neutral,york,6
neutral,city,2
neutral,betrinkt,1
neutral,fahren,8
neutral,paranoiden,1
neutral,meeresbiologen,2
neutral,dr.,4
neutral,walter,1
neutral,kornbluth,6
neutral,winzigen,2
neutral,insel,7
neutral,übersetzen,1
neutral,dabei,19
neutral,unfall,3
neutral,stürzt,3
neutral,bewusstlos,2
neutral,herausfinden,2
neutral,küsst,4
neutral,blonde,1
neutral,rettete,4
neutral,beine,19
neutral,auffällt,1
neutral,schwanz,4
neutral,wiedersehen,1
neutral,deshalb,39
neutral,fischt,1
neutral,verlorene,1
neutral,brieftasche,3
neutral,tauchgang,1
neutral,freiheitsstatue,2
neutral,auftaucht,1
neutral,polizei,6
neutral,aufnimmt,1
neutral,ausflug,1
neutral,bloomingdale,1
neutral,’,4
neutral,s,1
neutral,kleidet,1
neutral,lernt,3
neutral,fernsehen,1
neutral,sprache,7
neutral,name,3
neutral,auszusprechen,1
neutral,hohe,4
neutral,frequenzen,1
neutral,zerspringen,4
neutral,spontan,1
neutral,madison,13
neutral,avenue,1
neutral,erwidert,1
neutral,sagt,20
neutral,vollmond,2
neutral,tage,35
neutral,bleiben,21
neutral,besessen,4
neutral,verlacht,1
neutral,verprügelt,1
neutral,öffentlichkeit,2
neutral,übergießen,1
neutral,meerjungfernschwanz,1
neutral,labor,2
neutral,untersucht,1
neutral,seziert,1
neutral,leidzutun,1
neutral,hilft,6
neutral,langen,30
neutral,verfolgungsjagd,2
neutral,springen,2
neutral,fürchtet,1
neutral,passieren,1
neutral,klar,11
neutral,tauchen,2
neutral,erbse,18
neutral,regen,9
neutral,gemäuer,1
neutral,schlichten,1
neutral,burg,6
neutral,blick,7
neutral,schild,3
neutral,gesucht,4
neutral,burginneren,1
neutral,neckt,1
neutral,pocht,1
neutral,tor,8
neutral,öffnet,6
neutral,triefendes,1
neutral,staunt,1
neutral,scherzt,1
neutral,vorgestellt,1
neutral,lachen,6
neutral,phantasterei,1
neutral,mädchens,5
neutral,aufbruch,1
neutral,kommenden,2
neutral,weckt,1
neutral,früh,11
neutral,reitet,3
neutral,anmutig,2
neutral,residiert,1
neutral,rosafarbenen,1
neutral,wasserschloss,2
neutral,schultern,5
neutral,schweinehirten,11
neutral,schlossmauer,1
neutral,lugt,1
neutral,prächtiger,4
neutral,anblick,1
neutral,goldbetresst,1
neutral,pflegt,2
neutral,rocaillen,1
neutral,gartens,4
neutral,trippelnd,2
neutral,rosa,3
neutral,rüschen,2
neutral,hoffräulein,3
neutral,natürliche,3
neutral,schweinerei,2
neutral,verspottet,2
neutral,schweinehirt,30
neutral,traurig,2
neutral,feldrain,2
neutral,spaß,1
neutral,neuer,8
neutral,verschmutzt,1
neutral,unerkannt,1
neutral,unterhält,1
neutral,glockenspielenden,1
neutral,töpfchen,6
neutral,gähnende,1
neutral,langeweile,1
neutral,vertreiben,1
neutral,glockenspiel,1
neutral,begier,1
neutral,musik,10
neutral,lieblich,4
neutral,auskunft,1
neutral,küchengerichte,1
neutral,verkauft,5
neutral,küsse,17
neutral,ziert,1
neutral,topf,12
neutral,schmutzigen,1
neutral,zehnmal,1
neutral,klingendes,1
neutral,spielzeug,4
neutral,melodie,3
neutral,oh,11
neutral,augustin,24
neutral,begehrlich,1
neutral,preis,2
neutral,hirt,1
neutral,hundert,19
neutral,prinzessinnen-küsse,1
neutral,hundertsten,2
neutral,rüschenfräulein,1
neutral,nunmehr,1
neutral,gerne,5
neutral,verweist,1
neutral,echten,4
neutral,verwöhnte,1
neutral,turandot,3
neutral,weitem,2
neutral,berge,24
neutral,wälder,12
neutral,mittelalterlich,1
neutral,ummauerten,1
neutral,ragt,2
neutral,hochgotisch,1
neutral,emporstrebend,1
neutral,schwarzem,2
neutral,tuch,4
neutral,umflatterte,2
neutral,warnende,1
neutral,bürger,3
neutral,aufzuhalten,4
neutral,flüstert,1
neutral,reite,1
neutral,verderben,1
neutral,palast,18
neutral,quirliger,2
neutral,kleiner,20
neutral,witz,2
neutral,gespräch,6
neutral,gehen,26
neutral,königstochter,13
neutral,anhält,1
neutral,tief,30
neutral,bekümmert,2
neutral,werben,2
neutral,bedingung,2
neutral,gestellt,8
neutral,dinge,8
neutral,erraten,2
neutral,dohlenumschwirrten,1
neutral,opfer,3
neutral,spiels,2
neutral,burghof,1
neutral,freude,15
neutral,verzichten,4
neutral,schwarze,13
neutral,schönheit,5
neutral,tödlichen,1
neutral,gefahr,6
neutral,rätsels,1
neutral,stellen,3
neutral,troll,10
neutral,schlafloser,1
neutral,davonreitende,1
neutral,weite,11
neutral,gänge,3
neutral,nymphen,1
neutral,dryaden,1
neutral,reigen,1
neutral,drehen,1
neutral,tanz,2
neutral,überlegen,2
neutral,beizukommen,1
neutral,erlenmädchen,1
neutral,antworten,4
neutral,erlauschen,1
neutral,schuh,11
neutral,handschuh,3
neutral,beantwortet,1
neutral,hofgesellschaft,1
neutral,erlösung,4
neutral,hoffnung,3
neutral,trollverblendung,1
neutral,erlösen,4
neutral,belauscht,1
neutral,liebste,2
neutral,diesmal,6
neutral,troll-kopf,2
neutral,kampf,7
neutral,vorgewiesene,1
neutral,kopf,59
neutral,lebensmüde,1
neutral,gestaltzerstörenden,1
neutral,fluch,8
neutral,öffentliche,1
neutral,bekenntnis,2
neutral,entstellten,1
neutral,aufgehoben,1
neutral,hiervon,1
neutral,wissen,23
neutral,wirkt,1
neutral,fragezeremonie,1
neutral,schwenkt,1
neutral,bedeutungsvoll,1
neutral,lebendige,2
neutral,dritte,13
neutral,gedacht,9
neutral,habt,7
neutral,gesteht,2
neutral,wahrheit,11
neutral,lebensgefährlich,1
neutral,liebster,3
neutral,feiern,1
neutral,getöteten,1
neutral,neuem,1
neutral,preziöse,1
neutral,müde,3
neutral,ferne,6
neutral,gegend,3
neutral,waldeinsamkeit,1
neutral,maler,5
neutral,muse,2
neutral,mäzenin,2
neutral,morgigen,2
neutral,denjenigen,4
neutral,gatten,1
neutral,wählen,4
neutral,unglaublichste,2
neutral,kunst,7
neutral,vollbringt,1
neutral,schlossgarten,4
neutral,liste,1
neutral,künstlerischen,1
neutral,darbietungen,1
neutral,platz,10
neutral,positioniert,1
neutral,musiker,3
neutral,spielt,3
neutral,klingt,1
neutral,ganze,64
neutral,recht,46
neutral,dissonant,1
neutral,lauten,3
neutral,liegen,16
neutral,gras,9
neutral,tänzer,3
neutral,hüpfen,1
neutral,vorbei,12
neutral,rezitieren,1
neutral,karneval,1
neutral,poet,2
neutral,erster,4
neutral,vortragen,1
neutral,reiben,1
neutral,pantomime,1
neutral,ausdrucksstarke,1
neutral,darbietung,1
neutral,herzenssehnsucht,1
neutral,lebensecht,1
neutral,ärmste,4
neutral,wahren,4
neutral,herzanfall,1
neutral,erliegt,1
neutral,stirbt,5
neutral,zartbesaitete,1
neutral,wohl,59
neutral,darauffolgenden,2
neutral,balletttänzer,1
neutral,wachsame,1
neutral,berater,1
neutral,vögelchen,1
neutral,einfängt,1
neutral,tanzender,1
neutral,leidenschaft,2
neutral,alleingelassen,1
neutral,bohrt,1
neutral,kunststück,1
neutral,kusshand,1
neutral,dröhnt,1
neutral,artifiziellen,1
neutral,machtvolles,1
neutral,hohngelächter,2
neutral,dümmliche,1
neutral,prinzesschen,1
neutral,fügt,1
neutral,zarte,1
neutral,händchen,1
neutral,eisenhand,1
neutral,rät,2
neutral,verstecken,2
neutral,richtige,5
neutral,müsste,2
neutral,winzige,3
neutral,unebenheit,1
neutral,bemerken,5
neutral,matratzen,9
neutral,eiderdaunendecken,2
neutral,geschichtet,1
neutral,zuunterst,1
neutral,mystische,1
neutral,kristallschale,1
neutral,kunstkammer,2
neutral,märchenerbse,1
neutral,zuletzt,20
neutral,däumeline,10
neutral,geschichte,14
neutral,jacquimo,3
neutral,komplizierte,1
neutral,liebesgeschichten,1
neutral,vernarrt,1
neutral,samenkorn,2
neutral,genannt,5
neutral,größer,26
neutral,daumen,4
neutral,feenprinzen,1
neutral,cornelius,3
neutral,kennen,12
neutral,aufmerksam,2
neutral,gleichen,7
neutral,fröschin,1
neutral,cassandra,1
neutral,gesangstruppe,2
neutral,grundel,4
neutral,frösche,1
neutral,seerosenblatt,3
neutral,fliehen,7
neutral,weiteren,2
neutral,turbulenzen,1
neutral,heimweg,1
neutral,fleht,1
neutral,entführung,1
neutral,erfahren,4
neutral,eltern,16
neutral,liebsten,2
neutral,entflieht,1
neutral,alten,42
neutral,frieda,1
neutral,meister,2
neutral,mole,1
neutral,vorstellt,1
neutral,verfallen,2
neutral,gestorben,10
neutral,nebenbei,1
neutral,karl,6
neutral,käfer,2
neutral,gewalt,3
neutral,teich,2
neutral,gestürzt,2
neutral,eisgefängnis,1
neutral,freundlich,9
neutral,gesinnte,1
neutral,insekten,2
neutral,tauen,1
neutral,däumelines,1
neutral,altar,3
neutral,überlegt,1
neutral,erdoberfläche,1
neutral,tal,3
neutral,hinbringen,1
neutral,aufgetaute,1
neutral,liefert,3
neutral,gewinnt,2
neutral,liebenden,2
neutral,treffen,4
neutral,aufeinander,1
neutral,mann,52
neutral,schlussendlich,1
neutral,flügel,15
neutral,kaisers,16
neutral,straßenjunge,2
neutral,tobias,8
neutral,freundet,1
neutral,lorenzo,11
neutral,hofschneider,2
neutral,aufwendigen,2
neutral,lebensstil,1
neutral,steuern,3
neutral,erhöhen,1
neutral,nötige,1
neutral,untertanen,5
neutral,aufbringen,1
neutral,meist,1
neutral,großer,20
neutral,armut,4
neutral,nachdenkt,1
neutral,modeschöpfer,2
neutral,einzustellen,1
neutral,plan,5
neutral,dienstherren,1
neutral,lehre,6
neutral,erteilen,4
neutral,pagen,3
neutral,fertigt,2
neutral,stoffresten,2
neutral,unübertreffliche,1
neutral,neueste,3
neutral,mode,2
neutral,major,3
neutral,gegenüber,8
neutral,einhält,1
neutral,beschließen,2
neutral,eitelkeit,3
neutral,packen,2
neutral,rächen,5
neutral,kostümiert,2
neutral,orientalische,1
neutral,tuchmacher,4
neutral,kehren,1
neutral,bitten,3
neutral,persönlich,1
neutral,sprechen,26
neutral,dürfen,8
neutral,edelsten,1
neutral,rohstoffe,2
neutral,stoffe,2
neutral,weben,7
neutral,ungeduld,1
neutral,wartet,1
neutral,vertrauten,4
neutral,nachsehen,2
neutral,weit,70
neutral,gediehen,1
neutral,natürlich,5
neutral,bewiesene,1
neutral,unfähigkeit,1
neutral,amt,5
neutral,zugeben,3
neutral,ergeht,2
neutral,bestätigt,1
neutral,eindruck,1
neutral,vorgängers,1
neutral,ungläubig,2
neutral,augenschein,1
neutral,herum,13
neutral,hofangestellten,1
neutral,schwärmen,3
neutral,gesamten,3
neutral,volk,21
neutral,entscheidung,1
neutral,überlassen,3
neutral,dumm,16
neutral,unfähig,2
neutral,gegensatz,1
neutral,hofstaat,10
neutral,gewändern,3
neutral,zeigen,6
neutral,umkleiden,2
neutral,scherz,2
neutral,getrieben,2
neutral,entschlossen,1
neutral,spiel,4
neutral,ende,15
neutral,führen,7
neutral,verlogenen,1
neutral,halbnackt,2
neutral,zuerst,12
neutral,jubeln,1
neutral,eingestehen,1
neutral,seien,12
neutral,kleines,41
neutral,ausruft,1
neutral,klärt,1
neutral,ehrlich,4
neutral,zukunft,2
neutral,erstes,3
neutral,zurückzahlen,1
neutral,hässliche,2
neutral,entlein,23
neutral,ente,13
neutral,enterich,5
neutral,ungeduldig,1
neutral,schlüpfen,3
neutral,ei,10
neutral,weißes,4
neutral,küken,11
neutral,töne,5
neutral,geraten,4
neutral,fremdling,2
neutral,streit,1
neutral,schwimmversuche,1
neutral,ausgeschlossen,2
neutral,wasserspiegelbild,1
neutral,anschluss,2
neutral,vogelfamilie,2
neutral,davongejagt,1
neutral,schwimmvogel,1
neutral,still,30
neutral,herzen,35
neutral,spielzeugente,2
neutral,schwanenfamilie,3
neutral,angeschwommen,1
neutral,jungtiere,2
neutral,schwanenmutter,2
neutral,aufgenommen,1
neutral,früheren,2
neutral,entenfamilie,1
neutral,selbstbewusst,1
neutral,sehnt,2
neutral,oft,9
neutral,streitereien,1
neutral,barbarischen,1
neutral,fischfresser,2
neutral,häufig,1
neutral,hofmusikant,2
neutral,sebastian,4
neutral,krabbe,1
neutral,unternehmungslustigen,1
neutral,arielle,28
neutral,freund,5
neutral,fabius,5
neutral,flounder,1
neutral,doktorfisch,1
neutral,nachspionieren,1
neutral,gewährleisten,1
neutral,anweisungen,1
neutral,vaters,20
neutral,meeresoberfläche,2
neutral,unbemerkt,2
neutral,seehexe,4
neutral,ursula,22
neutral,treiben,5
neutral,freunden,3
neutral,perfekte,2
neutral,chance,6
neutral,rache,1
neutral,triton,7
neutral,üben,2
neutral,verbannt,2
neutral,abends,15
neutral,beobachten,2
neutral,ehren,2
neutral,erik,18
neutral,prince,1
neutral,eric,1
neutral,arielles,10
neutral,ertrinken,2
neutral,gerettet,8
neutral,außer,13
neutral,wut,6
neutral,dreizack,5
neutral,eigenhändig,1
neutral,geheimes,1
neutral,versteck,1
neutral,gefundenen,1
neutral,souvenirs,1
neutral,menschenwelt,2
neutral,aufbewahrte,1
neutral,tagen,4
neutral,geküsst,2
neutral,seele,24
neutral,gehört,18
neutral,bezahlung,2
neutral,verwandelte,6
neutral,schnellstens,1
neutral,sogleich,25
neutral,geplant,1
neutral,ergründen,2
neutral,herkommt,1
neutral,genau,5
neutral,gegenteil,1
neutral,vanessa,3
neutral,lebensretterin,1
neutral,festgelegt,1
neutral,arrangement,1
neutral,ausläuft,1
neutral,falsche,1
neutral,seevögeln,2
neutral,attackiert,1
neutral,max,3
neutral,biss,4
neutral,ursulas,3
neutral,hinterteil,1
neutral,identität,2
neutral,aufklärt,1
neutral,begreift,1
neutral,untergehen,1
neutral,zurücktransformierte,1
neutral,tiefen,8
neutral,schaltet,1
neutral,handel,3
neutral,aufopfert,1
neutral,austauscht,1
neutral,tritons,1
neutral,ernennt,2
neutral,herrscherin,4
neutral,bedroht,3
neutral,harpune,2
neutral,vernichten,1
neutral,versehentlich,2
neutral,haustier-muränen,1
neutral,tötet,2
neutral,beseitigt,1
neutral,zorn,4
neutral,riesenkraken,1
neutral,gewaltigen,1
neutral,wirbel,1
neutral,herbeigesegelten,1
neutral,richtung,4
neutral,hinaus,48
neutral,strudel,2
neutral,herbeigewirbeltes,2
neutral,schiffswrack,2
neutral,bord,3
neutral,steuert,1
neutral,töten,9
neutral,rammt,1
neutral,bug,2
neutral,schiffes,7
neutral,all,27
neutral,ehemaligen,1
neutral,inklusive,1
neutral,meeresbewohnern,1
neutral,9,1
neutral,1⁄2-jährige,1
neutral,emil,16
neutral,waisenhaus,8
neutral,landfried,6
neutral,inga,13
neutral,eng,1
neutral,befreundet,1
neutral,ingas,5
neutral,ums,1
neutral,kaltherzige,1
neutral,hausmutter,2
neutral,hart,7
neutral,vorwand,1
neutral,verbesserung,1
neutral,lebensbedingungen,1
neutral,heim,15
neutral,bereichern,1
neutral,kalter,5
neutral,herablassung,1
neutral,äußerster,1
neutral,härte,1
neutral,geforderte,1
neutral,leistung,1
neutral,erbringt,1
neutral,stock,5
neutral,bestraft,2
neutral,weihnachtstag,1
neutral,hungrigen,2
neutral,frierenden,1
neutral,gelegenen,1
neutral,schwefelhölzer,5
neutral,meisten,5
neutral,groschen,4
neutral,winkt,1
neutral,keule,1
neutral,gebratenen,2
neutral,weihnachtsgans,2
neutral,belohnung,2
neutral,erregt,1
neutral,mut,19
neutral,kräftigen,1
neutral,zumeist,1
neutral,erfolglosen,1
neutral,bemühungen,1
neutral,aufmerksamkeit,1
neutral,diensthabenden,1
neutral,gendarms,1
neutral,erweist,1
neutral,hölzchen,6
neutral,abkauft,1
neutral,unbekannten,2
neutral,vertraut,1
neutral,tröstende,1
neutral,zurückwill,1
neutral,verfallenen,1
neutral,elternhaus,3
neutral,fremde,25
neutral,kalt,26
neutral,zündet,3
neutral,verbotenerweise,2
neutral,wärmespender,1
neutral,worauf,5
neutral,festlich,1
neutral,geschmückte,1
neutral,wohnzimmer,1
neutral,fremden,14
neutral,ermutigt,1
neutral,wobei,2
neutral,gesamte,2
neutral,bündel,9
neutral,brand,2
neutral,vorhang,2
neutral,herzlich,2
neutral,willkommen,3
neutral,heißen,5
neutral,schwefelhölzchen,9
neutral,abbrennt,1
neutral,spätabends,1
neutral,leblos,4
neutral,abgebrannte,3
neutral,visionen,1
neutral,anwesenheit,1
neutral,offenbar,2
neutral,engel,12
neutral,erfrierungstod,1
neutral,begleitet,1
neutral,vereint,1
neutral,zeitsprung,1
neutral,20-jährige,1
neutral,heimleiter,1
neutral,waisenhauses,1
neutral,frieden,5
neutral,heißt,3
neutral,gendarm,4
neutral,großzügige,1
neutral,spende,1
neutral,amulett,3
neutral,bild,4
neutral,statt,11
neutral,weise,5
neutral,verbunden,1
neutral,tölpelhans,19
neutral,klugen,9
neutral,melchior,4
neutral,gregor,4
neutral,täglichen,1
neutral,studium,1
neutral,widmen,1
neutral,kümmern,3
neutral,bote,2
neutral,gemahl,4
neutral,tausendschön,4
neutral,geheiß,1
neutral,bereit,6
neutral,räumt,1
neutral,unordentliche,1
neutral,glück,16
neutral,verhelfen,2
neutral,erscheine,1
neutral,schuldlos,2
neutral,unrecht,2
neutral,getan,6
neutral,eigener,3
neutral,wisse,3
neutral,unsicher,1
neutral,erobern,2
neutral,kennt,7
neutral,draußen,36
neutral,dennoch,2
neutral,schließt,7
neutral,dritt,1
neutral,rechten,8
neutral,erfragen,1
neutral,wohnt,10
neutral,seltsames,3
neutral,männlein,3
neutral,eingesperrt,2
neutral,hilferuf,1
neutral,bösewicht,2
neutral,wehr,1
neutral,indessen,1
neutral,mittagessen,4
neutral,gebeten,2
neutral,anstatt,2
neutral,erbringen,1
neutral,worten,10
neutral,eintrifft,1
neutral,begnügt,1
neutral,handvoll,2
neutral,körner,2
neutral,wegzehrung,2
neutral,mühle,3
neutral,anbietet,1
neutral,nachfolger,1
neutral,list,5
neutral,händen,29
neutral,räuberbande,4
neutral,königshof,2
neutral,bewerber,2
neutral,eingetroffen,1
neutral,ungewöhnliche,4
neutral,probe,4
neutral,praktisch,1
neutral,lösungen,2
neutral,reden,4
neutral,beeindrucken,1
neutral,ebenso,19
neutral,auswendig,7
neutral,gelernten,2
neutral,hofnachrichten,2
neutral,mitgebrachten,2
neutral,brautgeschenke,1
neutral,ungeschickt,3
neutral,anstellt,1
neutral,aufgaben,3
neutral,gewillt,1
neutral,erwählen,1
neutral,weniger,8
neutral,brautgeschenk,2
neutral,beweis,4
neutral,regieren,4
neutral,taugt,4
neutral,teilen,4
neutral,wen,1
neutral,wolle,22
neutral,entschwindet,1
neutral,häscher,2
neutral,gefolgt,2
neutral,tuchweber,1
neutral,kumpan,6
neutral,wanderschaft,1
neutral,hohen,21
neutral,mauer,8
neutral,umgeben,3
neutral,blinde,1
neutral,passagiere,1
neutral,dunkel,5
neutral,niemand,44
neutral,tür,29
neutral,aufgestellten,1
neutral,stand,79
neutral,zappeln,1
neutral,hervorgekommen,1
neutral,prompt,1
neutral,wachen,6
neutral,katrin,3
neutral,mitnahme,1
neutral,lehnen,1
neutral,bekleidungsministerin,4
neutral,kriegsfuß,1
neutral,unpassende,1
neutral,kreationen,1
neutral,schmuggeln,1
neutral,essenskiste,2
neutral,leidet,1
neutral,ministern,1
neutral,innenminister,2
neutral,zahlreiche,1
neutral,sonderagenten,1
neutral,verstehen,6
neutral,beschützen,4
neutral,marinejacke,1
neutral,erfindung,2
